id,url,visit_time,from_visit,transition,segment_id,visit_duration,incremented_omnibox_typed_score
1,1,13198057190033890,0,805306368,0,3057572,0
2,2,13198057426121372,0,805306374,0,0,0
3,2,13198057428224892,0,805306368,0,0,0
4,3,13198057428244298,0,268435456,0,0,0
5,4,13198057433620078,4,1610612736,0,0,0
6,4,13198057434773478,0,1073741824,0,0,0
7,4,13198057434773478,6,-1610612736,0,0,0
8,4,13198057434793376,0,1073741824,0,0,0
9,5,13198057434793376,8,-1610612736,0,0,0
10,5,13198057444861548,0,1073741824,0,0,0
11,6,13198057444861548,10,-1610612736,0,0,0
12,25,13198057472645420,0,805306368,0,2367213,0
13,9,13198057483614822,0,268435457,1,0,0
14,26,13198057483614822,13,-2147483647,0,0,1
15,14,13198057483614822,14,-1610612735,0,4306067,0
16,27,13198057487920888,15,805306368,1,19177543,0
17,28,13198057492619912,0,805306368,0,1627064,0
18,21,13198057655542728,0,805306370,1,4315798,0
19,27,13198057659858526,18,805306368,1,0,0
20,27,13198057665497012,0,805306368,0,0,0
21,29,13198057691738388,20,1610612736,0,4970942714,0
22,29,13198057711430520,0,1073741824,0,0,0
23,30,13198057711430520,22,-1610612736,0,0,0
24,31,13198057804644578,0,805306368,0,11324061,0
25,32,13198057841604650,0,268435457,2,0,0
26,24,13198057841604650,25,-1610612735,0,0,1
27,33,13198057849690540,0,805306368,0,0,0
28,34,13198057852068674,0,805306368,0,0,0
29,34,13198057853183218,0,1073741824,0,0,0
30,35,13198057853183218,29,-1610612736,0,0,0
31,35,13198057854255342,0,1073741824,0,0,0
32,36,13198057854255342,31,-1610612736,0,0,0
33,36,13198057854931176,0,1073741824,0,0,0
34,37,13198057854931176,33,-1610612736,0,0,0
35,38,13198057872685328,0,805306368,0,0,0
36,39,13198057876134936,0,805306368,0,0,0
37,40,13198057898439468,0,805306368,0,0,0
38,40,13198057899710454,0,1073741824,0,0,0
39,41,13198057899710454,38,-1610612736,0,0,0
40,41,13198057900923948,0,1073741824,0,0,0
41,42,13198057900923948,40,-1610612736,0,0,0
42,42,13198057901703254,0,1073741824,0,0,0
43,43,13198057901703254,42,-1610612736,0,0,0
44,43,13198057902101948,0,1073741824,0,0,0
45,44,13198057902101948,44,-1610612736,0,0,0
46,45,13198057913993746,0,805306368,0,0,0
47,45,13198057915174192,0,1073741824,0,0,0
48,46,13198057915174192,47,-1610612736,0,0,0
49,46,13198057915982348,0,1073741824,0,0,0
50,47,13198057915982348,49,-1610612736,0,0,0
51,47,13198057917453264,0,1073741824,0,0,0
52,48,13198057917453264,51,-1610612736,0,0,0
53,48,13198057918713184,0,1073741824,0,0,0
54,49,13198057918713184,53,-1610612736,0,0,0
55,49,13198057919830888,0,1073741824,0,0,0
56,50,13198057919830888,55,-1610612736,0,0,0
57,50,13198057920326992,0,1073741824,0,0,0
58,51,13198057920326992,57,-1610612736,0,0,0
59,51,13198057921817956,0,1073741824,0,0,0
60,52,13198057921817956,59,-1610612736,0,0,0
61,52,13198057922598604,0,1073741824,0,0,0
62,53,13198057922598604,61,-1610612736,0,0,0
63,53,13198057923028050,0,1073741824,0,0,0
64,52,13198057923028050,63,-1610612736,0,0,0
65,52,13198057924881658,0,1073741824,0,0,0
66,54,13198057924881658,65,-1610612736,0,0,0
67,54,13198057925961976,0,1073741824,0,0,0
68,55,13198057925961976,67,-1610612736,0,0,0
69,55,13198057927910022,0,1073741824,0,0,0
70,56,13198057927910022,69,-1610612736,0,0,0
71,56,13198057928716768,0,1073741824,0,0,0
72,57,13198057928716768,71,-1610612736,0,0,0
73,58,13198058006735400,0,838860805,0,5925178186,0
74,59,13198058022924276,0,805306368,0,0,0
75,59,13198058024140532,0,1073741824,0,0,0
76,60,13198058024140532,75,-1610612736,0,0,0
77,61,13198058041582784,0,805306368,0,0,0
78,61,13198058042497480,0,1073741824,0,0,0
79,62,13198058042497480,78,-1610612736,0,0,0
80,62,13198058043832212,0,1073741824,0,0,0
81,63,13198058043832212,80,-1610612736,0,0,0
82,63,13198058045130352,0,1073741824,0,0,0
83,64,13198058045130352,82,-1610612736,0,0,0
84,64,13198058045883340,0,1073741824,0,0,0
85,65,13198058045883340,84,-1610612736,0,0,0
86,66,13198058053463596,0,805306368,0,0,0
87,66,13198058054705450,0,1073741824,0,0,0
88,67,13198058054705450,87,-1610612736,0,0,0
89,68,13198058056790800,0,805306368,0,0,0
90,68,13198058057504498,0,1073741824,0,0,0
91,69,13198058057504498,90,-1610612736,0,0,0
92,69,13198058059000576,0,1073741824,0,0,0
93,70,13198058059000576,92,-1610612736,0,0,0
94,70,13198058060167156,0,1073741824,0,0,0
95,71,13198058060167156,94,-1610612736,0,0,0
96,72,13198058072658440,0,805306368,0,0,0
97,73,13198058308695004,0,805306368,0,0,0
98,74,13198058310775836,0,805306368,0,0,0
99,74,13198058311626682,0,1073741824,0,0,0
100,75,13198058311626682,99,-1610612736,0,0,0
101,76,13198058321139328,0,805306368,0,0,0
102,76,13198058321682340,0,1073741824,0,0,0
103,77,13198058321682340,102,-1610612736,0,0,0
104,77,13198058322403828,0,1073741824,0,0,0
105,78,13198058322403828,104,-1610612736,0,0,0
106,78,13198058324186288,0,1073741824,0,0,0
107,79,13198058324186288,106,-1610612736,0,0,0
108,80,13198058327622548,0,805306368,0,0,0
109,80,13198058328984688,0,1073741824,0,0,0
110,81,13198058328984688,109,-1610612736,0,0,0
111,82,13198058416563152,0,805306368,0,0,0
112,82,13198058417711156,0,1073741824,0,0,0
113,83,13198058417711156,112,-1610612736,0,0,0
114,83,13198058419523050,0,1073741824,0,0,0
115,84,13198058419523050,114,-1610612736,0,0,0
116,84,13198058420411674,0,1073741824,0,0,0
117,85,13198058420411674,116,-1610612736,0,0,0
118,85,13198058421615660,0,1073741824,0,0,0
119,86,13198058421615660,118,-1610612736,0,0,0
120,86,13198058422306052,0,1073741824,0,0,0
121,87,13198058422306052,120,-1610612736,0,0,0
122,88,13198058425350780,0,805306368,0,0,0
123,88,13198058425874228,0,1073741824,0,0,0
124,89,13198058425874228,123,-1610612736,0,0,0
125,90,13198058460335064,0,805306368,0,0,0
126,90,13198058461935378,0,1073741824,0,0,0
127,91,13198058461935378,126,-1610612736,0,0,0
128,91,13198058463542060,0,1073741824,0,0,0
129,92,13198058463542060,128,-1610612736,0,0,0
130,92,13198058464491848,0,1073741824,0,0,0
131,93,13198058464491848,130,-1610612736,0,0,0
132,93,13198058465131062,0,1073741824,0,0,0
133,94,13198058465131062,132,-1610612736,0,0,0
134,94,13198058465690024,0,1073741824,0,0,0
135,95,13198058465690024,134,-1610612736,0,0,0
136,77,13198058605908396,0,805306368,0,0,0
137,77,13198058606545836,0,1073741824,0,0,0
138,96,13198058606545836,137,-1610612736,0,0,0
139,96,13198058607282192,0,1073741824,0,0,0
140,97,13198058607282192,139,-1610612736,0,0,0
141,98,13198058610685988,0,805306368,0,0,0
142,98,13198058611620812,0,1073741824,0,0,0
143,99,13198058611620812,142,-1610612736,0,0,0
144,99,13198058612980986,0,1073741824,0,0,0
145,100,13198058612980986,144,-1610612736,0,0,0
146,100,13198058614145572,0,1073741824,0,0,0
147,101,13198058614145572,146,-1610612736,0,0,0
148,102,13198058624137094,0,805306368,0,0,0
149,102,13198058624571342,0,1073741824,0,0,0
150,103,13198058624571342,149,-1610612736,0,0,0
151,103,13198058625182542,0,1073741824,0,0,0
152,104,13198058625182542,151,-1610612736,0,0,0
153,104,13198058627076472,0,1073741824,0,0,0
154,105,13198058627076472,153,-1610612736,0,0,0
155,105,13198058628940348,0,1073741824,0,0,0
156,106,13198058628940348,155,-1610612736,0,0,0
157,107,13198058761408144,0,805306368,0,0,0
158,107,13198058762576906,0,1073741824,0,0,0
159,108,13198058762576906,158,-1610612736,0,0,0
160,109,13198058765997764,0,805306368,0,0,0
161,109,13198058766430364,0,1073741824,0,0,0
162,110,13198058766430364,161,-1610612736,0,0,0
163,111,13198058778546958,0,805306368,0,0,0
164,111,13198058779751390,0,1073741824,0,0,0
165,112,13198058779751390,164,-1610612736,0,0,0
166,67,13198059051198764,0,805306368,0,0,0
167,67,13198059053037252,0,1073741824,0,0,0
168,113,13198059053037252,167,-1610612736,0,0,0
169,114,13198059055908648,0,805306368,0,0,0
170,115,13198059207717510,0,838860805,0,4724190827,0
171,116,13198059213385204,0,805306368,0,4718520720,0
172,117,13198059217674240,0,805306368,0,4714229194,0
173,118,13198059219591024,0,805306368,0,0,0
174,119,13198059220461232,0,805306368,0,0,0
175,118,13198059249254780,0,805306368,0,0,0
176,118,13198059249258308,0,805306368,0,0,0
177,119,13198059250158394,0,805306368,0,0,0
178,119,13198059250159272,0,805306368,0,0,0
179,120,13198060873145344,0,838860805,0,2476554519,0
180,121,13198060908353000,0,805306368,0,3023545681,0
181,122,13198060910112104,0,805306368,0,3021784305,0
182,123,13198060911151168,0,805306368,0,3020742839,0
183,124,13198060916105952,0,805306368,0,3015795008,0
184,30,13198061074400916,0,805306376,0,0,0
185,30,13198061075056892,0,805306368,0,0,0
186,125,13198061147866524,0,268435456,0,0,0
187,126,13198061156478156,186,1073741824,0,0,0
188,127,13198061156478156,187,-1610612736,0,0,0
189,127,13198061162468560,0,1073741824,0,0,0
190,127,13198061162468560,189,-1610612736,0,1470664029,0
191,128,13198062248561724,0,268435457,3,0,0
192,129,13198062248561724,191,-2147483647,0,0,1
193,130,13198062248561724,192,-1610612735,0,31228394,0
194,131,13198062260287434,193,805306368,3,0,0
195,131,13198062279790116,193,822083584,3,0,0
196,131,13198062286130374,0,805306368,0,0,0
197,131,13198062289864984,0,805306368,0,0,0
198,132,13198062299741952,0,268435463,0,0,0
199,133,13198062299741952,198,-2147483641,0,0,0
200,134,13198062299741952,199,-2147483641,0,0,0
201,129,13198062299741952,200,-1610612729,0,1050683157,0
202,135,13198062555927130,185,1073741824,0,0,0
203,136,13198062555927130,202,-1610612736,0,0,0
204,136,13198062556508796,0,1073741824,0,0,0
205,136,13198062556508796,204,-1610612736,0,1754219100,0
206,137,13198062597988944,0,268435456,0,0,0
207,138,13198062600681264,206,1073741824,0,0,0
208,139,13198062600681264,207,-1610612736,0,0,0
209,139,13198062602843578,0,1073741824,0,0,0
210,139,13198062602843578,209,-1610612736,0,19434827,0
211,140,13198062630263620,0,268435456,0,0,0
212,141,13198062635048186,211,1073741824,0,0,0
213,142,13198062635048186,212,-1610612736,0,0,0
214,142,13198062637850952,0,1073741824,0,0,0
215,142,13198062637850952,214,-1610612736,0,172184088,0
216,30,13198062662681100,21,805306376,0,0,0
217,30,13198062663651764,0,805306368,0,1647079707,0
218,143,13198062692009444,0,838860805,0,0,0
219,144,13198062702521074,0,805306368,0,37511697,0
220,145,13198062745845846,0,805306375,0,605130072,0
221,146,13198062753957956,0,805306368,0,597535455,0
222,147,13198062756200404,0,805306368,0,596218874,0
223,148,13198062854770872,0,838860801,4,497189745,1
224,149,13198063111269264,0,268435456,0,0,0
225,150,13198063114612996,224,1073741824,0,0,0
226,151,13198063114612996,225,-2147483648,0,0,0
227,152,13198063114612996,226,-1610612736,0,0,0
228,152,13198063117820484,0,1073741824,0,0,0
229,152,13198063117820484,228,-1610612736,0,1192903401,0
230,153,13198063340621036,0,268435456,0,0,0
231,154,13198063340734124,0,268435456,0,0,0
232,155,13198063343177060,231,1610612736,0,0,0
233,155,13198063344878560,0,1073741824,0,0,0
234,155,13198063344878560,233,-1610612736,0,0,0
235,156,13198063344975714,230,1073741824,0,0,0
236,157,13198063344975714,235,-1610612736,0,0,0
237,158,13198063346071310,0,301989889,5,0,1
238,157,13198063346997558,0,1073741824,0,0,0
239,157,13198063346997558,238,-1610612736,0,963721459,0
240,159,13198063349866726,237,1610612736,0,0,0
241,159,13198063353076220,0,1073741824,0,0,0
242,159,13198063353076220,241,-1610612736,0,957635726,0
243,160,13198063834488796,0,268435456,0,0,0
244,161,13198063834488796,243,-1610612736,0,476226833,0
245,162,13198063897366008,0,805306368,0,0,0
246,163,13198063901093848,0,805306368,0,0,0
247,164,13198063908956800,0,805306368,0,23029726,0
248,165,13198064985268464,0,805306374,0,1324969248,0
249,166,13198066126098092,0,838860805,0,0,0
250,167,13198066128276824,0,805306368,0,7245049,0
251,168,13198066133848824,250,268435456,0,0,0
252,169,13198066133848824,251,-1610612736,0,0,0
253,170,13198066135521872,250,805306368,0,0,0
254,171,13198066143197064,253,1073741824,0,0,0
255,172,13198066143197064,254,-2147483648,0,0,0
256,172,13198066144231864,255,1073741824,0,0,0
257,173,13198066144256836,256,1073741824,0,0,0
258,173,13198066145905722,257,1073741824,0,0,0
259,173,13198066145909308,258,1073741824,0,0,0
260,173,13198066145924548,259,1073741824,0,0,0
261,173,13198066145927272,260,1073741824,0,0,0
262,173,13198066145931560,261,1073741824,0,0,0
263,173,13198066145936454,262,1073741824,0,0,0
264,173,13198066145939328,263,1073741824,0,0,0
265,173,13198066145943234,264,1073741824,0,0,0
266,173,13198066145947040,265,1073741824,0,0,0
267,173,13198066145949772,266,1073741824,0,0,0
268,173,13198066145954196,267,1073741824,0,0,0
269,173,13198066145958140,268,1073741824,0,0,0
270,173,13198066145960836,269,1073741824,0,0,0
271,173,13198066145963384,270,1073741824,0,0,0
272,173,13198066145967516,271,1073741824,0,0,0
273,173,13198066145972880,272,1073741824,0,0,0
274,173,13198066145975430,273,1073741824,0,0,0
275,173,13198066145978232,274,1073741824,0,0,0
276,173,13198066145980636,275,1073741824,0,0,0
277,173,13198066145983724,276,1073741824,0,0,0
278,173,13198066145988960,277,1073741824,0,0,0
279,173,13198066145992376,278,1073741824,0,0,0
280,173,13198066145996200,279,1073741824,0,0,0
281,173,13198066145998678,280,1073741824,0,0,0
282,173,13198066146003138,281,1073741824,0,0,0
283,173,13198066146007132,282,1073741824,0,0,0
284,173,13198066146010172,283,1073741824,0,0,0
285,173,13198066146012728,284,1073741824,0,0,0
286,173,13198066146015082,285,1073741824,0,0,0
287,173,13198066146019886,286,1073741824,0,0,0
288,173,13198066146023368,287,1073741824,0,0,0
289,173,13198066146026096,288,1073741824,0,0,0
290,173,13198066146029092,289,1073741824,0,0,0
291,173,13198066146032246,290,1073741824,0,0,0
292,173,13198066146036772,291,1073741824,0,0,0
293,173,13198066146040996,292,1073741824,0,0,0
294,173,13198066146044436,293,1073741824,0,0,0
295,173,13198066146046776,294,1073741824,0,0,0
296,173,13198066146060372,295,1073741824,0,0,0
297,173,13198066146062672,296,1073741824,0,0,0
298,173,13198066146216144,297,1073741824,0,0,0
299,173,13198066146220654,298,1073741824,0,0,0
300,173,13198066146224208,299,1073741824,0,0,0
301,173,13198066146226834,300,1073741824,0,0,0
302,173,13198066146229268,301,1073741824,0,0,0
303,173,13198066146231996,302,1073741824,0,0,0
304,173,13198066146237186,303,1073741824,0,0,0
305,173,13198066146239456,304,1073741824,0,0,0
306,173,13198066146522144,305,1073741824,0,0,0
307,173,13198066146635878,306,1073741824,0,0,0
308,173,13198066146639708,307,1073741824,0,0,0
309,173,13198066146643560,308,1073741824,0,0,0
310,173,13198066146950190,309,1073741824,0,0,0
311,173,13198066147656738,310,1073741824,0,0,0
312,173,13198066148824880,311,1073741824,0,0,0
313,173,13198066149123864,312,1073741824,0,0,0
314,173,13198066158719974,313,1073741824,0,0,0
315,173,13198066159855236,314,1073741824,0,0,0
316,173,13198066161321264,315,1073741824,0,0,0
317,173,13198066164539924,316,1073741824,0,0,0
318,173,13198066170367592,317,1073741824,0,0,0
319,173,13198066173686348,318,1073741824,0,0,0
320,173,13198066183483284,319,1073741824,0,0,0
321,173,13198066184405892,320,1073741824,0,0,0
322,173,13198066185005016,321,1073741824,0,0,0
323,173,13198066186473684,322,1073741824,0,0,0
324,173,13198066196822442,323,1073741824,0,0,0
325,173,13198066197626668,324,1073741824,0,0,0
326,173,13198066210374378,325,1073741824,0,0,0
327,173,13198066213432476,326,1073741824,0,0,0
328,173,13198066231048688,327,1073741824,0,0,0
329,173,13198066231646252,328,1610612736,0,78579321,0
330,174,13198069223911816,0,268435458,6,0,0
331,175,13198069223911816,330,-2147483646,0,0,0
332,176,13198069223911816,331,-2147483646,0,0,0
333,177,13198069223911816,332,-1610612734,0,0,0
334,177,13198069227046496,0,805306368,0,43330965,0
335,178,13198069330890580,0,838860805,0,0,0
336,179,13198069336043760,0,805306368,0,0,0
337,180,13198069337102616,0,805306368,0,0,0
338,181,13198069369704752,0,805306368,0,0,0
339,182,13198069370216432,0,805306368,0,0,0
340,183,13198069370559600,0,805306368,0,0,0
341,183,13198069371157628,0,805306368,0,0,0
342,182,13198069371158672,0,805306368,0,0,0
343,182,13198069371159640,0,805306368,0,0,0
344,183,13198069371160578,0,805306368,0,0,0
345,181,13198069371361712,0,805306368,0,0,0
346,184,13198069489685878,0,805306368,0,0,0
347,185,13198069502559550,0,805306368,0,0,0
